image_path,class,xmin,ymin,xmax,ymax
train_images\7ABC.jpg,135,368,325,383,348
train_images\7ABC.jpg,135,369,362,384,386
train_images\7ABC.jpg,1234,386,362,402,386
train_images\7ABC.jpg,1234,385,324,402,348
train_images\7ABC.jpg,12345,403,324,420,348
train_images\7ABC.jpg,12345,404,288,419,311
train_images\7ABC.jpg,12345,402,252,417,274
train_images\7ABC.jpg,12345,401,180,416,202
train_images\7ABC.jpg,12345,401,144,416,167
train_images\7ABC.jpg,12345,401,216,416,236
train_images\7ABC.jpg,12345,417,111,433,132
train_images\7ABC.jpg,1234,399,111,415,133
train_images\7ABC.jpg,1234,382,146,398,166
train_images\7ABC.jpg,1234,383,180,399,202
train_images\7ABC.jpg,1234,383,216,399,237
train_images\7ABC.jpg,1234,385,252,400,273
train_images\7ABC.jpg,1234,385,288,401,310
train_images\7ABC.jpg,135,367,288,383,311
train_images\7ABC.jpg,135,366,251,382,275
train_images\7ABC.jpg,135,366,145,381,166
train_images\7ABC.jpg,135,365,181,381,201
train_images\7ABC.jpg,135,366,215,382,237
train_images\7ABC.jpg,135,382,112,398,134
train_images\7ABC.jpg,1345,365,112,380,133
train_images\7ABC.jpg,1345,347,145,363,166
train_images\7ABC.jpg,1345,329,112,345,132
train_images\7ABC.jpg,1345,313,147,329,167
train_images\7ABC.jpg,1345,313,181,328,202
train_images\7ABC.jpg,1345,348,181,364,202
train_images\7ABC.jpg,1345,348,215,364,238
train_images\7ABC.jpg,1345,313,216,329,240
train_images\7ABC.jpg,1345,313,252,329,274
train_images\7ABC.jpg,1345,349,253,365,275
train_images\7ABC.jpg,1345,349,289,366,310
train_images\7ABC.jpg,1345,314,289,329,311
train_images\7ABC.jpg,1345,315,326,331,348
train_images\7ABC.jpg,1345,349,325,366,348
train_images\7ABC.jpg,1345,351,363,367,384
train_images\7ABC.jpg,1345,315,363,331,386
train_images\7ABC.jpg,1345,316,401,332,422
train_images\7ABC.jpg,1345,352,400,367,422
train_images\7ABC.jpg,1345,316,437,333,461
train_images\7ABC.jpg,1345,353,436,368,460
train_images\7ABC.jpg,1345,353,477,369,500
train_images\7ABC.jpg,1345,317,477,334,501
train_images\7ABC.jpg,1345,353,513,370,536
train_images\7ABC.jpg,1345,317,513,334,537
train_images\7ABC.jpg,1345,318,551,334,574
train_images\7ABC.jpg,1345,354,551,370,574
train_images\7ABC.jpg,1345,354,588,371,612
train_images\7ABC.jpg,1345,318,589,335,612
train_images\7ABC.jpg,1345,319,627,335,651
train_images\7ABC.jpg,1345,319,665,335,688
train_images\7ABC.jpg,1345,354,626,371,650
train_images\7ABC.jpg,1345,356,664,371,689
train_images\7ABC.jpg,1345,320,703,335,728
train_images\7ABC.jpg,1345,356,703,372,727
train_images\7ABC.jpg,1345,319,742,338,767
train_images\7ABC.jpg,1345,356,741,373,766
train_images\7ABC.jpg,1345,357,780,373,805
train_images\7ABC.jpg,1345,320,781,337,807
train_images\7ABC.jpg,1345,321,819,338,844
train_images\7ABC.jpg,1345,357,820,374,843
train_images\7ABC.jpg,134,303,819,319,845
train_images\7ABC.jpg,134,303,781,318,805
train_images\7ABC.jpg,134,302,742,317,766
train_images\7ABC.jpg,134,302,704,317,728
train_images\7ABC.jpg,134,302,666,317,688
train_images\7ABC.jpg,134,301,626,317,651
train_images\7ABC.jpg,134,300,552,316,576
train_images\7ABC.jpg,134,301,588,316,613
train_images\7ABC.jpg,134,299,514,315,539
train_images\7ABC.jpg,134,300,478,316,502
train_images\7ABC.jpg,134,299,437,314,461
train_images\7ABC.jpg,134,298,363,312,386
train_images\7ABC.jpg,134,299,401,314,423
train_images\7ABC.jpg,134,298,327,313,349
train_images\7ABC.jpg,134,297,289,312,312
train_images\7ABC.jpg,134,296,253,311,275
train_images\7ABC.jpg,134,295,216,311,239
train_images\7ABC.jpg,134,295,181,311,203
train_images\7ABC.jpg,134,295,147,311,168
train_images\7ABC.jpg,134,313,113,328,133
train_images\7ABC.jpg,123,295,112,311,134
train_images\7ABC.jpg,123,278,147,294,168
train_images\7ABC.jpg,123,277,182,293,203
train_images\7ABC.jpg,123,278,217,293,239
train_images\7ABC.jpg,123,278,254,294,275
train_images\7ABC.jpg,123,279,290,295,312
train_images\7ABC.jpg,123,280,328,295,349
train_images\7ABC.jpg,123,280,364,296,386
train_images\7ABC.jpg,123,281,401,297,423
train_images\7ABC.jpg,123,281,438,297,461
train_images\7ABC.jpg,123,281,478,296,501
train_images\7ABC.jpg,123,282,515,297,538
train_images\7ABC.jpg,123,282,552,299,576
train_images\7ABC.jpg,123,283,590,300,614
train_images\7ABC.jpg,123,283,628,299,651
train_images\7ABC.jpg,123,283,666,300,689
train_images\7ABC.jpg,123,283,705,300,729
train_images\7ABC.jpg,123,284,744,299,767
train_images\7ABC.jpg,123,284,782,300,806
train_images\7ABC.jpg,123,285,821,301,846
train_images\7ABC.jpg,13,267,821,283,846
train_images\7ABC.jpg,13,266,782,281,806
train_images\7ABC.jpg,13,264,703,281,729
train_images\7ABC.jpg,13,267,745,281,768
train_images\7ABC.jpg,13,265,629,280,652
train_images\7ABC.jpg,13,264,589,281,614
train_images\7ABC.jpg,13,264,516,280,539
train_images\7ABC.jpg,13,264,666,280,690
train_images\7ABC.jpg,13,265,551,280,577
train_images\7ABC.jpg,13,264,478,279,503
train_images\7ABC.jpg,13,264,437,279,462
train_images\7ABC.jpg,13,263,363,277,387
train_images\7ABC.jpg,13,263,400,279,425
train_images\7ABC.jpg,13,263,326,278,348
train_images\7ABC.jpg,13,277,112,293,135
train_images\7ABC.jpg,13,259,182,275,203
train_images\7ABC.jpg,13,261,217,275,239
train_images\7ABC.jpg,13,260,253,276,276
train_images\7ABC.jpg,13,261,291,277,312
train_images\7ABC.jpg,13,260,147,277,169
train_images\7ABC.jpg,4,348,112,362,133
train_images\7ABC.jpg,4,332,146,345,167
train_images\7ABC.jpg,4,332,180,345,200
train_images\7ABC.jpg,4,332,216,346,237
train_images\7ABC.jpg,4,333,253,346,275
train_images\7ABC.jpg,4,333,325,347,349
train_images\7ABC.jpg,4,335,364,347,383
train_images\7ABC.jpg,4,332,288,347,313
train_images\7ABC.jpg,4,334,400,349,423
train_images\7ABC.jpg,4,334,436,350,460
train_images\7ABC.jpg,4,338,476,351,501
train_images\7ABC.jpg,4,336,512,352,537
train_images\7ABC.jpg,4,337,551,351,574
train_images\7ABC.jpg,4,337,589,351,611
train_images\7ABC.jpg,4,337,625,351,650
train_images\7ABC.jpg,4,339,664,354,688
train_images\7ABC.jpg,4,338,701,353,728
train_images\7ABC.jpg,4,340,742,354,765
train_images\7ABC.jpg,4,340,780,355,806
train_images\7ABC.jpg,4,340,819,355,845
train_images\7ABC.jpg,245,247,821,264,850
train_images\7ABC.jpg,245,247,745,262,769
train_images\7ABC.jpg,245,247,704,262,726
train_images\7ABC.jpg,245,247,782,262,808
train_images\7ABC.jpg,245,245,667,262,691
train_images\7ABC.jpg,245,247,628,263,653
train_images\7ABC.jpg,245,245,589,262,614
train_images\7ABC.jpg,245,247,552,263,577
train_images\7ABC.jpg,245,246,515,262,539
train_images\7ABC.jpg,245,247,478,262,503
train_images\7ABC.jpg,245,245,438,262,462
train_images\7ABC.jpg,245,245,401,261,426
train_images\7ABC.jpg,245,245,363,260,386
train_images\7ABC.jpg,245,244,327,260,351
train_images\7ABC.jpg,245,244,291,258,313
train_images\7ABC.jpg,245,244,254,258,277
train_images\7ABC.jpg,245,243,217,258,241
train_images\7ABC.jpg,245,243,146,257,169
train_images\7ABC.jpg,245,243,182,257,203
train_images\7ABC.jpg,245,262,114,275,136
train_images\7ABC.jpg,24,242,114,260,136
train_images\7ABC.jpg,24,225,148,240,169
train_images\7ABC.jpg,24,227,184,240,204
train_images\7ABC.jpg,24,226,217,241,240
train_images\7ABC.jpg,24,226,252,241,278
train_images\7ABC.jpg,24,225,290,240,313
train_images\7ABC.jpg,24,225,327,241,349
train_images\7ABC.jpg,24,227,363,242,385
train_images\7ABC.jpg,24,227,401,243,424
train_images\7ABC.jpg,24,228,438,242,463
train_images\7ABC.jpg,24,228,478,243,503
train_images\7ABC.jpg,24,227,514,243,539
train_images\7ABC.jpg,24,228,552,244,576
train_images\7ABC.jpg,24,226,590,242,613
train_images\7ABC.jpg,24,228,627,245,652
train_images\7ABC.jpg,24,229,667,244,691
train_images\7ABC.jpg,24,228,704,245,728
train_images\7ABC.jpg,24,229,744,245,770
train_images\7ABC.jpg,24,229,782,245,808
train_images\7ABC.jpg,24,229,822,245,845
train_images\7ABC.jpg,125,211,822,227,849
train_images\7ABC.jpg,125,211,781,226,809
train_images\7ABC.jpg,125,210,705,225,727
train_images\7ABC.jpg,125,211,667,225,690
train_images\7ABC.jpg,125,211,744,226,768
train_images\7ABC.jpg,125,209,627,225,650
train_images\7ABC.jpg,125,209,552,225,576
train_images\7ABC.jpg,125,210,590,225,615
train_images\7ABC.jpg,125,209,514,225,538
train_images\7ABC.jpg,125,208,477,227,504
train_images\7ABC.jpg,125,209,436,225,465
train_images\7ABC.jpg,125,208,399,225,424
train_images\7ABC.jpg,125,208,364,225,387
train_images\7ABC.jpg,125,208,325,223,350
train_images\7ABC.jpg,125,206,288,223,313
train_images\7ABC.jpg,125,208,253,223,276
train_images\7ABC.jpg,125,208,218,223,241
train_images\7ABC.jpg,125,206,181,223,204
train_images\7ABC.jpg,125,225,112,239,136
train_images\7ABC.jpg,125,208,149,223,169
train_images\7ABC.jpg,1245,208,112,223,134
train_images\7ABC.jpg,1245,192,149,206,167
train_images\7ABC.jpg,1245,192,183,204,204
train_images\7ABC.jpg,1245,188,253,204,278
train_images\7ABC.jpg,1245,190,220,206,243
train_images\7ABC.jpg,1245,190,292,206,317
train_images\7ABC.jpg,1245,190,327,206,352
train_images\7ABC.jpg,1245,190,364,206,387
train_images\7ABC.jpg,1245,190,401,206,425
train_images\7ABC.jpg,1245,191,438,206,464
train_images\7ABC.jpg,1245,192,478,207,503
train_images\7ABC.jpg,1245,192,516,207,539
train_images\7ABC.jpg,1245,190,551,208,578
train_images\7ABC.jpg,1245,192,591,208,615
train_images\7ABC.jpg,1245,190,628,208,652
train_images\7ABC.jpg,1245,190,665,208,693
train_images\7ABC.jpg,1245,190,704,208,732
train_images\7ABC.jpg,1245,192,743,208,769
train_images\7ABC.jpg,1245,192,782,208,808
train_images\7ABC.jpg,1245,192,821,208,847
train_images\7ABC.jpg,124,173,819,190,847
train_images\7ABC.jpg,124,173,782,190,810
train_images\7ABC.jpg,124,173,743,190,769
train_images\7ABC.jpg,124,173,702,188,732
train_images\7ABC.jpg,124,173,667,188,691
train_images\7ABC.jpg,124,173,628,190,654
train_images\7ABC.jpg,124,173,588,190,617
train_images\7ABC.jpg,124,173,551,190,578
train_images\7ABC.jpg,124,173,512,190,543
train_images\7ABC.jpg,124,173,475,188,500
train_images\7ABC.jpg,124,171,436,188,465
train_images\7ABC.jpg,124,173,399,188,426
train_images\7ABC.jpg,124,171,362,188,389
train_images\7ABC.jpg,124,173,325,188,352
train_images\7ABC.jpg,124,171,288,190,317
train_images\7ABC.jpg,124,175,253,188,282
train_images\7ABC.jpg,124,173,218,188,239
train_images\7ABC.jpg,124,175,183,190,208
train_images\7ABC.jpg,124,173,146,190,175
train_images\7ABC.jpg,124,192,112,204,134
train_images\7ABC.jpg,15,171,114,188,138
train_images\7ABC.jpg,15,157,149,171,173
train_images\7ABC.jpg,15,157,183,171,206
train_images\7ABC.jpg,15,157,218,171,243
train_images\7ABC.jpg,15,155,255,171,280
train_images\7ABC.jpg,15,155,290,171,319
train_images\7ABC.jpg,15,155,329,171,352
train_images\7ABC.jpg,15,155,364,171,389
train_images\7ABC.jpg,15,155,401,171,428
train_images\7ABC.jpg,15,155,436,171,465
train_images\7ABC.jpg,15,153,477,171,504
train_images\7ABC.jpg,15,155,514,171,541
train_images\7ABC.jpg,15,155,551,173,582
train_images\7ABC.jpg,15,155,589,171,619
train_images\7ABC.jpg,15,153,628,171,654
train_images\7ABC.jpg,15,155,667,173,695
train_images\7ABC.jpg,15,156,702,171,734
train_images\7ABC.jpg,15,155,743,173,773
train_images\7ABC.jpg,15,157,821,171,850
train_images\7ABC.jpg,15,155,780,171,810
train_images\7ABC.jpg,145,138,821,155,852
train_images\7ABC.jpg,145,137,782,154,809
train_images\7ABC.jpg,145,138,746,154,770
train_images\7ABC.jpg,145,137,706,152,728
train_images\7ABC.jpg,145,137,667,152,693
train_images\7ABC.jpg,145,137,630,152,652
train_images\7ABC.jpg,145,137,590,154,618
train_images\7ABC.jpg,145,139,553,154,578
train_images\7ABC.jpg,145,136,516,154,541
train_images\7ABC.jpg,145,135,478,153,503
train_images\7ABC.jpg,145,137,440,154,465
train_images\7ABC.jpg,145,139,365,153,389
train_images\7ABC.jpg,145,139,402,153,424
train_images\7ABC.jpg,145,138,328,152,351
train_images\7ABC.jpg,145,138,292,153,318
train_images\7ABC.jpg,145,138,256,154,279
train_images\7ABC.jpg,145,139,221,154,244
train_images\7ABC.jpg,145,139,184,155,207
train_images\7ABC.jpg,145,141,150,154,174
train_images\7ABC.jpg,145,156,114,170,137
train_images\7ABC.jpg,14,122,116,143,139
train_images\7ABC.jpg,14,122,186,136,208
train_images\7ABC.jpg,14,122,148,137,170
train_images\7ABC.jpg,14,121,220,135,245
train_images\7ABC.jpg,14,120,257,135,278
train_images\7ABC.jpg,14,121,293,135,316
train_images\7ABC.jpg,14,120,328,135,353
train_images\7ABC.jpg,14,120,365,136,390
train_images\7ABC.jpg,14,119,402,135,423
train_images\7ABC.jpg,14,120,439,135,463
train_images\7ABC.jpg,14,118,478,134,501
train_images\7ABC.jpg,14,118,517,135,542
train_images\7ABC.jpg,14,118,555,135,579
train_images\7ABC.jpg,14,119,592,135,618
train_images\7ABC.jpg,14,119,630,135,653
train_images\7ABC.jpg,14,118,666,136,694
train_images\7ABC.jpg,14,117,707,135,731
train_images\7ABC.jpg,14,119,744,137,770
train_images\7ABC.jpg,14,120,822,137,848
train_images\7ABC.jpg,14,119,782,135,807
train_images\7ABC.jpg,12,102,822,117,850
train_images\7ABC.jpg,12,102,783,116,808
train_images\7ABC.jpg,12,100,745,116,770
train_images\7ABC.jpg,12,99,705,115,734
train_images\7ABC.jpg,12,100,667,117,694
train_images\7ABC.jpg,12,99,628,116,654
train_images\7ABC.jpg,12,101,591,116,616
train_images\7ABC.jpg,12,99,555,115,582
train_images\7ABC.jpg,12,100,517,116,542
train_images\7ABC.jpg,12,100,480,117,508
train_images\7ABC.jpg,12,102,440,118,468
train_images\7ABC.jpg,12,103,403,117,428
train_images\7ABC.jpg,12,101,364,117,391
train_images\7ABC.jpg,12,102,328,119,357
train_images\7ABC.jpg,12,103,293,119,317
train_images\7ABC.jpg,12,102,257,117,283
train_images\7ABC.jpg,12,104,219,119,247
train_images\7ABC.jpg,12,105,185,119,211
train_images\7ABC.jpg,12,104,148,119,173
train_images\7ABC.jpg,12,105,114,121,139
train_images\7ABC.jpg,1,88,115,104,139
train_images\7ABC.jpg,1,89,149,104,172
train_images\7ABC.jpg,1,87,184,102,208
train_images\7ABC.jpg,1,86,220,102,246
train_images\7ABC.jpg,1,86,256,101,282
train_images\7ABC.jpg,1,84,328,101,354
train_images\7ABC.jpg,1,82,364,97,391
train_images\7ABC.jpg,1,85,294,100,316
train_images\7ABC.jpg,1,84,402,100,429
train_images\7ABC.jpg,1,83,440,100,463
train_images\7ABC.jpg,1,83,479,98,505
train_images\7ABC.jpg,1,82,514,98,541
train_images\7ABC.jpg,1,81,553,96,582
train_images\7ABC.jpg,1,81,588,97,615
train_images\7ABC.jpg,1,82,630,96,652
train_images\7ABC.jpg,1,82,667,97,693
train_images\7ABC.jpg,1,82,744,98,770
train_images\7ABC.jpg,1,82,783,101,807
train_images\7ABC.jpg,1,82,706,96,734
train_images\7ABC.jpg,1,83,821,100,848
train_images\8ABC.jpg,1,88,115,102,136
train_images\8ABC.jpg,1,88,151,102,171
train_images\8ABC.jpg,1,86,186,98,207
train_images\8ABC.jpg,1,85,222,97,242
train_images\8ABC.jpg,1,84,257,98,278
train_images\8ABC.jpg,1,86,294,99,315
train_images\8ABC.jpg,1,86,330,99,350
train_images\8ABC.jpg,1,85,367,97,388
train_images\8ABC.jpg,1,85,403,98,425
train_images\8ABC.jpg,1,84,441,97,462
train_images\8ABC.jpg,1,83,517,96,539
train_images\8ABC.jpg,1,83,480,95,500
train_images\8ABC.jpg,1,83,555,96,578
train_images\8ABC.jpg,1,82,593,96,616
train_images\8ABC.jpg,1,81,669,94,691
train_images\8ABC.jpg,1,83,707,97,733
train_images\8ABC.jpg,1,84,745,97,770
train_images\8ABC.jpg,1,83,785,98,807
train_images\8ABC.jpg,1,85,824,99,844
train_images\8ABC.jpg,12,102,823,117,846
train_images\8ABC.jpg,12,102,784,116,808
train_images\8ABC.jpg,12,100,746,117,771
train_images\8ABC.jpg,12,100,707,115,734
train_images\8ABC.jpg,12,101,670,114,692
train_images\8ABC.jpg,12,101,631,116,654
train_images\8ABC.jpg,12,100,594,116,616
train_images\8ABC.jpg,12,100,555,115,578
train_images\8ABC.jpg,12,101,518,114,540
train_images\8ABC.jpg,12,101,481,115,502
train_images\8ABC.jpg,12,102,441,115,463
train_images\8ABC.jpg,12,102,403,116,424
train_images\8ABC.jpg,12,103,367,117,388
train_images\8ABC.jpg,12,103,329,118,352
train_images\8ABC.jpg,12,103,293,119,315
train_images\8ABC.jpg,12,103,257,118,278
train_images\8ABC.jpg,12,104,222,119,243
train_images\8ABC.jpg,12,104,185,118,207
train_images\8ABC.jpg,12,105,150,121,171
train_images\8ABC.jpg,12,105,116,119,136
train_images\8ABC.jpg,14,122,115,138,136
train_images\8ABC.jpg,14,121,150,137,170
train_images\8ABC.jpg,14,120,186,136,205
train_images\8ABC.jpg,14,121,221,135,242
train_images\8ABC.jpg,14,119,256,133,276
train_images\8ABC.jpg,14,121,293,134,313
train_images\8ABC.jpg,14,120,329,134,351
train_images\8ABC.jpg,14,119,366,134,387
train_images\8ABC.jpg,14,120,402,135,424
train_images\8ABC.jpg,14,120,440,133,462
train_images\8ABC.jpg,14,118,480,133,502
train_images\8ABC.jpg,14,119,517,134,538
train_images\8ABC.jpg,14,119,554,133,578
train_images\8ABC.jpg,14,119,594,133,616
train_images\8ABC.jpg,14,118,631,133,654
train_images\8ABC.jpg,14,118,668,133,692
train_images\8ABC.jpg,14,119,706,134,733
train_images\8ABC.jpg,14,119,746,134,771
train_images\8ABC.jpg,14,119,784,134,807
train_images\8ABC.jpg,14,121,823,134,845
train_images\8ABC.jpg,145,139,823,152,845
train_images\8ABC.jpg,145,138,783,152,807
train_images\8ABC.jpg,145,137,746,153,770
train_images\8ABC.jpg,145,137,707,151,732
train_images\8ABC.jpg,145,135,669,152,692
train_images\8ABC.jpg,1,83,630,98,653
train_images\8ABC.jpg,145,136,631,152,653
train_images\8ABC.jpg,145,135,594,152,616
train_images\8ABC.jpg,145,136,517,153,539
train_images\8ABC.jpg,145,135,555,152,578
train_images\8ABC.jpg,145,135,480,152,503
train_images\8ABC.jpg,145,135,440,151,462
train_images\8ABC.jpg,145,137,403,153,425
train_images\8ABC.jpg,145,136,366,152,387
train_images\8ABC.jpg,145,137,329,152,351
train_images\8ABC.jpg,145,136,256,151,277
train_images\8ABC.jpg,145,137,292,151,314
train_images\8ABC.jpg,145,138,221,152,242
train_images\8ABC.jpg,145,138,184,152,205
train_images\8ABC.jpg,145,140,149,153,169
train_images\8ABC.jpg,145,155,115,170,135
train_images\8ABC.jpg,15,157,149,171,168
train_images\8ABC.jpg,15,155,183,169,203
train_images\8ABC.jpg,15,154,220,169,242
train_images\8ABC.jpg,15,172,115,188,135
train_images\8ABC.jpg,15,153,256,170,276
train_images\8ABC.jpg,15,154,292,171,313
train_images\8ABC.jpg,15,154,328,170,350
train_images\8ABC.jpg,15,154,364,169,386
train_images\8ABC.jpg,15,155,402,171,425
train_images\8ABC.jpg,15,153,439,170,462
train_images\8ABC.jpg,15,154,480,170,503
train_images\8ABC.jpg,15,155,517,170,538
train_images\8ABC.jpg,15,154,554,170,578
train_images\8ABC.jpg,15,154,593,171,615
train_images\8ABC.jpg,15,154,630,170,653
train_images\8ABC.jpg,15,153,669,171,693
train_images\8ABC.jpg,15,153,706,170,731
train_images\8ABC.jpg,15,155,744,170,770
train_images\8ABC.jpg,15,154,783,171,807
train_images\8ABC.jpg,15,155,823,171,846
train_images\8ABC.jpg,124,175,822,190,846
train_images\8ABC.jpg,124,173,746,188,768
train_images\8ABC.jpg,124,172,706,188,731
train_images\8ABC.jpg,124,174,783,189,807
train_images\8ABC.jpg,124,173,667,189,692
train_images\8ABC.jpg,124,173,630,189,654
train_images\8ABC.jpg,124,173,592,189,617
train_images\8ABC.jpg,124,172,517,189,540
train_images\8ABC.jpg,124,172,554,189,579
train_images\8ABC.jpg,124,173,479,189,503
train_images\8ABC.jpg,124,171,438,188,462
train_images\8ABC.jpg,124,173,402,188,425
train_images\8ABC.jpg,124,172,365,188,386
train_images\8ABC.jpg,124,172,327,187,352
train_images\8ABC.jpg,124,173,291,188,314
train_images\8ABC.jpg,124,172,255,188,277
train_images\8ABC.jpg,124,171,220,187,243
train_images\8ABC.jpg,124,173,149,188,169
train_images\8ABC.jpg,124,171,184,187,204
train_images\8ABC.jpg,124,190,114,206,135
train_images\8ABC.jpg,1245,209,114,223,136
train_images\8ABC.jpg,1245,190,149,206,170
train_images\8ABC.jpg,1245,189,182,204,203
train_images\8ABC.jpg,1245,189,219,205,241
train_images\8ABC.jpg,1245,190,255,206,277
train_images\8ABC.jpg,1245,190,326,206,352
train_images\8ABC.jpg,1245,190,291,206,314
train_images\8ABC.jpg,1245,190,365,206,387
train_images\8ABC.jpg,1245,190,402,207,425
train_images\8ABC.jpg,1245,190,438,207,462
train_images\8ABC.jpg,1245,191,479,208,503
train_images\8ABC.jpg,1245,192,554,208,577
train_images\8ABC.jpg,1245,192,517,207,539
train_images\8ABC.jpg,1245,191,592,207,614
train_images\8ABC.jpg,1245,191,630,207,653
train_images\8ABC.jpg,1245,191,667,207,691
train_images\8ABC.jpg,1245,191,705,206,731
train_images\8ABC.jpg,1245,190,745,207,769
train_images\8ABC.jpg,1245,191,783,208,806
train_images\8ABC.jpg,1245,192,821,208,846
train_images\8ABC.jpg,125,211,821,226,846
train_images\8ABC.jpg,125,210,782,226,806
train_images\8ABC.jpg,125,209,745,226,770
train_images\8ABC.jpg,125,208,705,226,731
train_images\8ABC.jpg,125,209,667,226,691
train_images\8ABC.jpg,125,210,628,226,654
train_images\8ABC.jpg,125,209,554,226,579
train_images\8ABC.jpg,125,209,590,226,616
train_images\8ABC.jpg,125,209,516,224,541
train_images\8ABC.jpg,125,210,479,225,503
train_images\8ABC.jpg,125,209,401,224,425
train_images\8ABC.jpg,125,209,439,223,463
train_images\8ABC.jpg,125,208,364,223,387
train_images\8ABC.jpg,125,208,326,223,351
train_images\8ABC.jpg,125,208,291,223,314
train_images\8ABC.jpg,125,208,254,223,277
train_images\8ABC.jpg,125,208,220,224,242
train_images\8ABC.jpg,125,227,112,241,136
train_images\8ABC.jpg,125,208,148,223,169
train_images\8ABC.jpg,125,206,182,222,207
train_images\8ABC.jpg,24,242,112,257,135
train_images\8ABC.jpg,24,225,147,241,170
train_images\8ABC.jpg,24,224,181,241,206
train_images\8ABC.jpg,24,225,217,240,243
train_images\8ABC.jpg,24,224,253,240,277
train_images\8ABC.jpg,24,225,291,240,314
train_images\8ABC.jpg,24,225,325,241,351
train_images\8ABC.jpg,24,225,366,240,387
train_images\8ABC.jpg,24,227,401,241,425
train_images\8ABC.jpg,24,228,440,242,463
train_images\8ABC.jpg,24,228,478,242,502
train_images\8ABC.jpg,24,227,516,243,539
train_images\8ABC.jpg,24,228,554,243,579
train_images\8ABC.jpg,24,228,591,244,615
train_images\8ABC.jpg,24,229,630,244,654
train_images\8ABC.jpg,24,229,668,244,691
train_images\8ABC.jpg,24,229,705,244,729
train_images\8ABC.jpg,24,229,746,244,770
train_images\8ABC.jpg,24,229,783,245,807
train_images\8ABC.jpg,24,229,823,245,847
train_images\8ABC.jpg,245,248,823,262,846
train_images\8ABC.jpg,245,247,784,261,807
train_images\8ABC.jpg,245,246,746,262,769
train_images\8ABC.jpg,245,246,704,261,730
train_images\8ABC.jpg,245,247,667,261,690
train_images\8ABC.jpg,245,246,628,262,654
train_images\8ABC.jpg,245,247,589,262,615
train_images\8ABC.jpg,245,245,553,261,578
train_images\8ABC.jpg,245,245,515,261,538
train_images\8ABC.jpg,245,245,478,260,501
train_images\8ABC.jpg,245,245,439,259,463
train_images\8ABC.jpg,245,243,401,259,425
train_images\8ABC.jpg,245,243,327,257,350
train_images\8ABC.jpg,245,243,364,258,387
train_images\8ABC.jpg,245,243,291,258,313
train_images\8ABC.jpg,245,244,217,258,242
train_images\8ABC.jpg,245,243,254,258,278
train_images\8ABC.jpg,245,243,183,257,206
train_images\8ABC.jpg,245,244,147,258,170
train_images\8ABC.jpg,245,260,112,275,135
train_images\8ABC.jpg,13,277,113,291,135
train_images\8ABC.jpg,13,260,146,274,169
train_images\8ABC.jpg,13,260,181,274,204
train_images\8ABC.jpg,13,260,217,275,241
train_images\8ABC.jpg,13,260,254,275,277
train_images\8ABC.jpg,13,261,290,276,313
train_images\8ABC.jpg,13,259,328,275,350
train_images\8ABC.jpg,13,262,363,275,386
train_images\8ABC.jpg,13,262,401,277,424
train_images\8ABC.jpg,13,262,439,277,463
train_images\8ABC.jpg,13,263,515,278,538
train_images\8ABC.jpg,13,263,477,277,501
train_images\8ABC.jpg,13,264,553,278,578
train_images\8ABC.jpg,13,265,590,280,615
train_images\8ABC.jpg,13,265,628,281,653
train_images\8ABC.jpg,13,263,666,280,690
train_images\8ABC.jpg,13,265,745,279,768
train_images\8ABC.jpg,13,263,704,280,729
train_images\8ABC.jpg,13,263,783,278,807
train_images\8ABC.jpg,13,265,822,280,846
train_images\8ABC.jpg,123,295,113,309,135
train_images\8ABC.jpg,123,277,147,292,169
train_images\8ABC.jpg,123,277,182,292,203
train_images\8ABC.jpg,123,279,254,292,275
train_images\8ABC.jpg,123,277,217,293,241
train_images\8ABC.jpg,123,279,290,294,312
train_images\8ABC.jpg,123,279,327,295,349
train_images\8ABC.jpg,123,280,364,294,385
train_images\8ABC.jpg,123,281,402,296,424
train_images\8ABC.jpg,123,281,439,296,461
train_images\8ABC.jpg,123,282,515,296,538
train_images\8ABC.jpg,123,281,553,296,575
train_images\8ABC.jpg,123,283,592,299,613
train_images\8ABC.jpg,123,283,628,299,652
train_images\8ABC.jpg,123,283,666,298,688
train_images\8ABC.jpg,123,284,705,298,729
train_images\8ABC.jpg,123,284,783,299,805
train_images\8ABC.jpg,123,284,745,298,767
train_images\8ABC.jpg,123,285,821,299,844
train_images\8ABC.jpg,134,302,821,318,844
train_images\8ABC.jpg,134,302,782,317,806
train_images\8ABC.jpg,134,301,743,317,766
train_images\8ABC.jpg,134,301,704,317,727
train_images\8ABC.jpg,134,301,666,315,687
train_images\8ABC.jpg,134,301,628,316,651
train_images\8ABC.jpg,134,300,589,316,612
train_images\8ABC.jpg,134,300,553,316,574
train_images\8ABC.jpg,134,300,515,315,538
train_images\8ABC.jpg,134,299,478,316,499
train_images\8ABC.jpg,123,281,478,296,500
train_images\8ABC.jpg,134,298,439,313,461
train_images\8ABC.jpg,134,298,401,314,423
train_images\8ABC.jpg,134,298,364,313,385
train_images\8ABC.jpg,134,296,326,312,349
train_images\8ABC.jpg,134,296,290,312,311
train_images\8ABC.jpg,134,295,253,311,274
train_images\8ABC.jpg,134,296,216,311,239
train_images\8ABC.jpg,134,295,182,311,202
train_images\8ABC.jpg,134,295,147,310,167
train_images\8ABC.jpg,134,312,113,327,133
